34.36088,28.86897,1.39752
34.40310,29.11538,1.40469
34.44355,29.36208,1.41185
34.48223,29.60907,1.41902
34.51915,29.85633,1.42619
34.55429,30.10385,1.43335
34.58765,30.35161,1.44052
34.61924,30.59961,1.44769
34.64905,30.84782,1.45485
34.67708,31.09624,1.46202
34.70333,31.34486,1.46919
34.72780,31.59366,1.47635
34.75048,31.84263,1.48352
34.77138,32.09175,1.49069
34.79050,32.34102,1.49785
34.80782,32.59042,1.50502
34.82336,32.83994,1.51219
34.83711,33.08956,1.51935
34.84907,33.33927,1.52652
34.85924,33.58906,1.53369
34.86762,33.83892,1.54085
34.87421,34.08883,1.54802
34.87901,34.33879,1.55519
34.88201,34.58877,1.56235
34.88323,34.83877,1.56952
34.88265,35.08876,1.57669
34.88028,35.33875,1.58385
34.87612,35.58872,1.59102
34.87017,35.83865,1.59819
34.86243,36.08853,1.60535
34.85289,36.33834,1.61252
34.84157,36.58809,1.61969
34.82846,36.83774,1.62686
34.81356,37.08730,1.63402
34.79687,37.33674,1.64119
34.77839,37.58605,1.64836
34.75813,37.83523,1.65552
34.73608,38.08426,1.66269
34.71225,38.33312,1.66986
34.68663,38.58180,1.67702
34.65923,38.83029,1.68419
34.63006,39.07859,1.69136
34.59910,39.32666,1.69852
34.56637,39.57451,1.70569
34.53186,39.82211,1.71286
34.49558,40.06947,1.72002
34.45752,40.31655,1.72719
34.41770,40.56336,1.73436
34.37611,40.80988,1.74152
34.33275,41.05609,1.74869
34.28763,41.30198,1.75586
34.24075,41.54755,1.76302
34.19211,41.79277,1.77019
34.14171,42.03764,1.77736
34.08956,42.28213,1.78452
34.03566,42.52625,1.79169
33.98001,42.76998,1.79886
33.92262,43.01330,1.80602
33.86348,43.25621,1.81319
33.80260,43.49868,1.82036
33.73999,43.74071,1.82752
33.67564,43.98229,1.83469
33.60957,44.22340,1.84186
33.54177,44.46403,1.84902
33.47224,44.70417,1.85619
33.40100,44.94380,1.86336
33.32804,45.18292,1.87052
33.25337,45.42151,1.87769
33.17699,45.65955,1.88486
33.09891,45.89705,1.89203
33.01913,46.13397,1.89919
32.93765,46.37032,1.90636
32.85448,46.60608,1.91353
32.76962,46.84124,1.92069
32.68308,47.07578,1.92786
32.59486,47.30970,1.93503
32.50497,47.54298,1.94219
32.41341,47.77560,1.94936
32.32018,48.00757,1.95653
32.22529,48.23886,1.96369
32.12875,48.46947,1.97086
32.03055,48.69938,1.97803
31.93071,48.92858,1.98519
31.82924,49.15705,1.99236
31.72612,49.38480,1.99953
31.62138,49.61180,2.00669
31.51501,49.83804,2.01386
31.40703,50.06351,2.02103
31.29743,50.28821,2.02819
31.18622,50.51211,2.03536
31.07341,50.73521,2.04253
30.95901,50.95750,2.04969
30.84301,51.17896,2.05686
30.72544,51.39959,2.06403
30.60628,51.61936,2.07119
30.48555,51.83828,2.07836
30.36326,52.05632,2.08553
30.23940,52.27349,2.09269
30.11399,52.48976,2.09986
29.98704,52.70512,2.10703
29.85855,52.91957,2.11419
29.72852,53.13310,2.12136
29.59696,53.34568,2.12853
29.46389,53.55732,2.13570
29.32930,53.76800,2.14286
29.19321,53.97771,2.15003
29.05561,54.18644,2.15720
28.91653,54.39418,2.16436
28.77595,54.60091,2.17153
28.63391,54.80663,2.17870
28.49038,55.01133,2.18586
28.34540,55.21500,2.19303
28.19896,55.41762,2.20020
28.05107,55.61918,2.20736
27.90175,55.81969,2.21453
27.75098,56.01911,2.22170
27.59880,56.21745,2.22886
27.44519,56.41470,2.23603
27.29018,56.61083,2.24320
27.13376,56.80586,2.25036
26.97595,56.99975,2.25753
26.81676,57.19251,2.26470
26.65618,57.38413,2.27186
26.49424,57.57459,2.27903
26.33094,57.76388,2.28620
26.16629,57.95200,2.29336
