0.25000,0.00090,0.00717
0.49998,0.00358,0.01433
0.74994,0.00806,0.02150
0.99986,0.01433,0.02867
1.24973,0.02239,0.03583
1.49954,0.03225,0.04300
1.74927,0.04389,0.05017
1.99890,0.05732,0.05733
2.24844,0.07254,0.06450
2.49786,0.08955,0.07167
2.74715,0.10834,0.07883
2.99630,0.12892,0.08600
3.24530,0.15129,0.09317
3.49413,0.17544,0.10033
3.74278,0.20137,0.10750
3.99124,0.22909,0.11467
4.23949,0.25858,0.12183
4.48753,0.28985,0.12900
4.73533,0.32290,0.13617
4.98290,0.35773,0.14334
5.23020,0.39432,0.15050
5.47724,0.43269,0.15767
5.72400,0.47283,0.16484
5.97046,0.51474,0.17200
6.21661,0.55841,0.17917
6.46245,0.60384,0.18634
6.70796,0.65104,0.19350
6.95311,0.69999,0.20067
7.19792,0.75070,0.20784
7.44235,0.80316,0.21500
7.68640,0.85737,0.22217
7.93006,0.91333,0.22934
8.17331,0.97104,0.23650
8.41613,1.03048,0.24367
8.65853,1.09167,0.25084
8.90048,1.15459,0.25800
9.14198,1.21924,0.26517
9.38300,1.28563,0.27234
9.62355,1.35373,0.27950
9.86360,1.42356,0.28667
10.10314,1.49511,0.29384
10.34216,1.56838,0.30100
10.58065,1.64335,0.30817
10.81860,1.72003,0.31534
11.05599,1.79842,0.32250
11.29282,1.87850,0.32967
11.52907,1.96028,0.33684
11.76472,2.04375,0.34400
11.99977,2.12891,0.35117
12.23420,2.21575,0.35834
12.46800,2.30427,0.36550
12.70117,2.39446,0.37267
12.93368,2.48632,0.37984
13.16553,2.57984,0.38701
13.39670,2.67503,0.39417
13.62718,2.77186,0.40134
13.85696,2.87035,0.40851
14.08603,2.97048,0.41567
14.31438,3.07225,0.42284
14.54199,3.17565,0.43001
14.76886,3.28069,0.43717
14.99496,3.38734,0.44434
15.22030,3.49562,0.45151
15.44486,3.60550,0.45867
15.66862,3.71699,0.46584
15.89158,3.83009,0.47301
16.11372,3.94477,0.48017
16.33503,4.06105,0.48734
16.55550,4.17891,0.49451
16.77513,4.29835,0.50167
16.99389,4.41935,0.50884
17.21178,4.54193,0.51601
17.42878,4.66606,0.52317
17.64489,4.79174,0.53034
17.86010,4.91897,0.53751
18.07438,5.04774,0.54467
18.28774,5.17804,0.55184
18.50016,5.30986,0.55901
18.71163,5.44321,0.56617
18.92214,5.57806,0.57334
19.13167,5.71443,0.58051
19.34022,5.85229,0.58767
19.54778,5.99164,0.59484
19.75434,6.13247,0.60201
19.95988,6.27478,0.60917
20.16440,6.41856,0.61634
20.36788,6.56381,0.62351
20.57031,6.71051,0.63068
20.77169,6.85865,0.63784
20.97200,7.00823,0.64501
21.17123,7.15925,0.65218
21.36938,7.31169,0.65934
21.56643,7.46555,0.66651
21.76237,7.62081,0.67368
21.95719,7.77748,0.68084
22.15089,7.93553,0.68801
22.34344,8.09497,0.69518
22.53485,8.25579,0.70234
22.72510,8.41797,0.70951
22.91419,8.58152,0.71668
23.10210,8.74641,0.72384
23.28882,8.91265,0.73101
23.47435,9.08022,0.73818
23.65866,9.24912,0.74534
23.84177,9.41933,0.75251
24.02365,9.59085,0.75968
24.20430,9.76367,0.76684
24.38370,9.93778,0.77401
24.56185,10.11317,0.78118
24.73874,10.28983,0.78834
24.91436,10.46776,0.79551
25.08870,10.64694,0.80268
25.26175,10.82737,0.80984
25.43350,11.00903,0.81701
25.60394,11.19192,0.82418
25.77308,11.37602,0.83134
25.94088,11.56133,0.83851
26.10736,11.74784,0.84568
26.27249,11.93554,0.85284
26.43628,12.12442,0.86001
26.59870,12.31446,0.86718
26.75976,12.50567,0.87434
26.91945,12.69802,0.88151
27.07775,12.89151,0.88868
27.23467,13.08614,0.89585
27.39018,13.28188,0.90301
27.54429,13.47873,0.91018
27.69698,13.67668,0.91735
27.84825,13.87572,0.92451
27.99809,14.07584,0.93168
28.14649,14.27703,0.93885
28.29345,14.47928,0.94601
28.43895,14.68257,0.95318
28.58299,14.88690,0.96035
28.72557,15.09226,0.96751
28.86666,15.29864,0.97468
29.00628,15.50602,0.98185
29.14441,15.71440,0.98901
29.28104,15.92376,0.99618
29.41616,16.13409,1.00335
29.54977,16.34539,1.01051
29.68187,16.55764,1.01768
29.81244,16.77084,1.02485
29.94148,16.98496,1.03201
30.06899,17.20000,1.03918
30.19494,17.41595,1.04635
30.31935,17.63279,1.05351
30.44220,17.85053,1.06068
30.56349,18.06914,1.06785
30.68321,18.28861,1.07501
30.80135,18.50893,1.08218
30.91791,18.73009,1.08935
31.03288,18.95209,1.09651
31.14625,19.17490,1.10368
31.25803,19.39852,1.11085
31.36820,19.62293,1.11801
31.47676,19.84813,1.12518
31.58371,20.07410,1.13235
31.68903,20.30084,1.13952
31.79272,20.52832,1.14668
31.89478,20.75653,1.15385
31.99521,20.98548,1.16102
32.09399,21.21513,1.16818
32.19112,21.44549,1.17535
32.28660,21.67654,1.18252
32.38041,21.90827,1.18968
32.47257,22.14066,1.19685
32.56306,22.37371,1.20402
32.65188,22.60740,1.21118
32.73901,22.84172,1.21835
32.82447,23.07666,1.22552
32.90824,23.31221,1.23268
32.99032,23.54835,1.23985
33.07071,23.78507,1.24702
33.14940,24.02237,1.25418
33.22638,24.26022,1.26135
33.30166,24.49861,1.26852
33.37523,24.73754,1.27568
33.44709,24.97699,1.28285
33.51722,25.21695,1.29002
33.58564,25.45741,1.29718
33.65233,25.69835,1.30435
33.71729,25.93976,1.31152
33.78052,26.18163,1.31868
33.84201,26.42395,1.32585
33.90177,26.66671,1.33302
33.95978,26.90988,1.34018
34.01605,27.15346,1.34735
34.07058,27.39745,1.35452
34.12335,27.64181,1.36168
34.17437,27.88655,1.36885
34.22364,28.13165,1.37602
34.27114,28.37709,1.38319
34.31689,28.62287,1.39035
